,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
2010-11-01,8.326672684688674e-17,0.0,1.216229996513026e-16,1.0,7.265491202375451e-17,6.638361641629169e-17,0.0,0.0,0.0,5.611598476723384e-17
2010-12-01,0.0,0.0,4.718447854656915e-16,0.9999999999999999,3.293204492395166e-17,0.0,1.1372570389723626e-16,0.0,1.1184446021950113e-16,3.802319210082623e-17
2011-01-01,0.0,1.1624530998374458e-16,5.551115123125783e-17,1.0,0.0,0.0,2.664982261489518e-17,0.0,8.57076345361451e-17,0.0
2011-02-01,0.0,0.0,0.0,1.0,1.1529065233012573e-16,1.548387524893359e-16,0.0,6.665209555713095e-18,0.0,7.654439209559633e-17
2011-03-01,0.0,0.0,4.579669976578771e-16,0.9999999999999998,0.0,0.0,6.868559191083563e-17,0.0,7.502375749016893e-17,0.0
2011-04-01,1.7913047586436998e-16,1.2649557719823505e-17,3.885780586188048e-16,0.9999999999999999,0.0,0.0,0.0,0.0,1.2797042021762415e-17,0.0
2011-05-01,2.757677862789237e-16,6.054449570207942e-18,0.0,1.0,0.0,0.0,2.045926588857124e-17,6.4319779854932825e-18,0.0,1.8862049608791571e-16
2011-06-01,2.927345865710862e-17,8.130197240614847e-17,7.841658634766889e-18,0.9999999999999999,2.786919236455539e-17,3.2929546871842135e-17,3.9480553101885815e-18,0.0,2.3012569711397626e-17,0.0
2011-07-01,7.801400281194413e-17,6.991094197991824e-17,0.0,1.0,2.434511072874455e-17,0.0,0.0,6.714086008529616e-17,0.0,9.915285205390803e-17
2011-08-01,9.367506770274758e-17,4.2471334802748384e-17,6.306699263622322e-17,0.9999999999999998,1.8699658508692232e-17,4.712321724371535e-17,0.0,0.0,5.1929252893582476e-17,0.0
2011-09-01,4.735795089416683e-16,0.0,2.1801899774321126e-17,0.9999999999999998,0.0,2.0753844972765187e-17,0.0,0.0,0.0,1.97975484970461e-18
2011-10-01,9.443042882305658e-17,5.087437513478676e-17,4.336808689942018e-19,0.9999999999999999,0.0,0.0,6.512471762443481e-17,0.0,1.1202826941771407e-16,0.0
