Panel,Strategy,Mean Excess Return (%),Volatility (%),Sharpe Ratio,CEQ Return (%),DCEQ (%),Turnover (%)
Pre-Crisis,1/N,5.5307759279832,15.021532393003698,0.3681898612793438,4.402543750812903,,2.338518847338752
Pre-Crisis,Mean-Variance,3.895794708411275,22.139788566885816,0.1759635010353334,1.4449435194792362,2.957600231333667,15.653258202134754
Pre-Crisis,Minimum Variance,5.433186325128135,12.76779337436493,0.42553839695094386,4.61810358687575,-0.21555983606284723,5.09505867697947
Post-Crisis,1/N,13.130824707902125,15.226545686325638,0.8623639910458746,11.971586240213314,,2.524490162415244
Post-Crisis,Mean-Variance,13.175932742045775,20.375622719954375,0.6466517820406168,11.100102735916172,0.8714835042971423,16.56194731619251
Post-Crisis,Minimum Variance,10.115592413181925,11.95775205849227,0.8459443182715883,9.400653241720045,2.5709329984932694,5.263164822025552
Difference,1/N,7.600048779918925,0.20501329332194018,0.4941741297665308,7.569042489400411,,0.1859713150764919
Difference,Mean-Variance,9.2801380336345,-1.7641658469314407,0.47068828100528337,9.655159216436935,-2.086116727036525,0.9086891140577542
Difference,Minimum Variance,4.68240608805379,-0.8100413158726596,0.42040592132064447,4.782549654844295,2.7864928345561166,0.16810614504608257
